CD_YEAR|CD_MUNTY_REFNIS|MS_NBR_NON_ZERO_INC|MS_NBR_ZERO_INC|MS_TOT_NET_TAXABLE_INC|MS_TOT_NET_INC|MS_NBR_TOT_NET_INC|MS_REAL_ESTATE_NET_INC|MS_NBR_REAL_ESTATE_NET_INC|MS_TOT_NET_MOV_ASS_INC|MS_NBR_NET_MOV_ASS_INC|MS_TOT_NET_VARIOUS_INC|MS_NBR_NET_VARIOUS_INC|MS_TOT_NET_PROF_INC|MS_NBR_NET_PROF_INC|MS_SEP_TAXABLE_INC|MS_NBR_SEP_TAXABLE_INC|MS_JOINT_TAXABLE_INC|MS_NBR_JOINT_TAXABLE_INC|MS_TOT_DEDUCT_SPEND|MS_NBR_DEDUCT_SPEND|MS_TOT_STATE_TAXES|MS_NBR_STATE_TAXES|MS_TOT_MUNICIP_TAXES|MS_NBR_MUNICIP_TAXES|MS_TOT_SUBURBS_TAXES|MS_NBR_SUBURBS_TAXES|MS_TOT_TAXES|MS_NBR_TOT_TAXES|MS_TOT_RESIDENTS|TX_MUNTY_DESCR_NL|TX_MUNTY_DESCR_FR|CD_DSTR_REFNIS|TX_ADM_DSTR_DESCR_NL|TX_ADM_DSTR_DESCR_FR|CD_PROV_REFNIS|TX_PROV_DESCR_NL|TX_PROV_DESCR_FR|CD_RGN_REFNIS|TX_RGN_DESCR_NL|TX_RGN_DESCR_FR
2009|92003|14381|1415|349336159.52|357442898.53|14381|2558455.61|871|180860.28|104|514844.93|205|354188737.71|14315|11662637.97|3695|337673521.55|14361|8106739.01|4010|69856559.44|10542|5477494.35|9893|0|0|75334053.79|10546|25131|Andenne|Andenne|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92003|14516|1536|356136402.5|365667524.6|14516|2692687.16|906|225734.32|124|503137.05|191|362245966.07|14460|9166410.1|3307|346969992.4|14504|9531122.1|4312|71542900.97|10826|5620008.62|10106|0|0|77162909.59|10831|25511|Andenne|Andenne|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92003|14565|1287|375101351.74|385997094.47|14565|2686974.7|891|198021.07|136|488605.37|187|382623493.33|14504|10690835|3571|364410516.74|14555|10895742.73|4401|75545739.68|11446|5947553.56|10301|0|0|81493293.24|11453|25702|Andenne|Andenne|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92003|14337|1164|387849728.55|399064997.42|14337|2790137.62|902|2186761.68|244|502650.15|178|393585447.97|14286|13196223.84|3437|374653504.71|14325|11215268.87|3131|78858465.88|11354|6166331.27|10249|0|0|85024797.15|11361|25795|Andenne|Andenne|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92003|14425|1197|399083321.47|411265013.68|14425|3124806.78|1100|463106.42|195|469406.91|165|407207693.57|14370|12431890.44|3472|386651431.03|14424|12181692.21|3240|81893907.71|11365|6761905.06|10257|0|0|88655812.77|11366|25892|Andenne|Andenne|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92006|3354|336|90661218.89|91605848.94|3354|1037723.97|344|94618.09|24|280690.87|85|90192816.01|3317|4005814.68|786|86655404.21|3350|944630.05|904|22131099.65|2591|1730037.15|2528|0|0|23861136.8|2591|6252|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92006|3418|342|95432693.53|96749425.82|3418|1112201.35|351|76346.25|23|193626.15|77|95367252.07|3386|4850249.96|860|90582443.57|3412|1316732.29|1003|23173492.42|2638|1812292.25|2571|0|0|24985784.67|2638|6334|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92006|3447|337|101975241.57|103573578.68|3447|1216940.11|379|75270.21|26|263023.39|77|102018344.97|3411|7609124.3|881|94366117.27|3439|1598337.11|1061|24973270.9|2655|1954728.96|2596|0|0|26927999.86|2655|6299|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92006|3512|340|105082993.39|107080338.2|3512|1203468.61|384|162364.88|39|226593.21|76|105487911.5|3474|5550487.23|1107|99532506.16|3505|1997344.81|1167|25865476.39|2744|2151304.28|2643|0|0|28016780.67|2746|6419|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92006|3527|359|108431184.77|110815659.22|3527|1365134.47|405|175801.61|44|209969.92|72|109064753.22|3483|5054310.2|934|103376874.57|3520|2384474.45|1212|26013502.46|2787|2161581.83|2684|0|0|28175084.29|2787|6546|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92006|3613|367|111619026.29|114294969.75|3613|1462661.3|415|214427.76|52|183605.17|77|112434275.52|3573|4236690.77|907|107382335.52|3606|2675943.46|1313|27129670.94|2885|2263569.32|2745|0|0|29393240.26|2886|6610|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92006|3621|309|119720929.43|122745356.48|3621|1606190.42|422|180693.48|58|213835.7|66|120744636.88|3589|6753289.01|1000|112967640.42|3612|3024427.05|1354|28763232.61|3042|2401611.49|2833|0|0|31164844.1|3042|6693|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92006|3555|271|123176152.74|126073572.38|3555|1686641.11|422|742695.17|88|164008.18|69|123480227.92|3522|5954392.78|944|117221759.96|3549|2897419.64|806|29881800.97|2995|2476444.7|2803|0|0|32358245.67|2996|6774|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92006|3602|280|126816822.79|130060332.87|3602|1903167.07|497|378765.39|83|228647.72|68|127549752.69|3573|5791158.55|997|121025664.24|3597|3243510.08|837|31161481|3059|2607762.09|2837|0|0|33769243.09|3059|6834|Assesse|Assesse|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92035|7752|765|201059410.07|203327743.58|7752|1885661.05|792|136233.73|41|526434.51|198|200779414.29|7650|7070906.75|1757|193988503.32|7742|2268333.51|2040|47374294.04|5814|2775902.98|5634|0|0|50150197.02|5815|14347|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92035|7978|747|216682186.47|219675179.65|7978|2030558.96|805|133767.5|40|473113.69|192|217037739.5|7888|10754289.25|1988|205927897.22|7968|2992993.18|2165|51172395.33|6026|3000713.91|5847|0|0|54173109.24|6026|14619|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92035|8177|704|228522377.54|232191675.89|8177|2089569.9|819|1036830.77|44|478264.97|193|228587010.25|8075|11802673.97|2038|216719703.57|8169|3669298.35|2351|54058128.43|6159|3964654.22|5969|0|0|58022782.65|6159|14742|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92035|8370|735|243295714.51|247646382.17|8370|2145237.72|829|188983.16|54|445312.08|188|244866849.21|8277|13119695.23|2499|230176019.28|8356|4350667.66|2473|58460901.16|6428|4284692.69|6187|0|0|62745593.85|6429|15011|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92035|8378|707|253502649.48|258485792.48|8378|2167001.69|825|174975.47|63|481506.04|173|255662309.28|8285|13740521.74|2207|239762127.74|8354|4983143|2593|59832450.87|6510|4396905.28|6253|0|0|64229356.15|6514|15133|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92035|8534|717|259930177.08|265755051.77|8534|2308786.37|858|200176.88|84|440982.78|159|262805105.74|8462|12771670.86|2138|247158506.22|8519|5824874.69|2822|61306045.62|6678|4525172.82|6396|0|0|65831218.44|6681|15267|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92035|8497|599|269452961.8|275932598.11|8497|2439791.44|881|430174.45|104|490568.72|140|272572063.5|8429|10564981.42|2147|258887980.38|8485|6479636.31|2848|62994548.71|7007|4651375.46|6478|0|0|67645924.17|7008|15415|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92035|8373|515|280227582.82|286574240.56|8373|2577216.64|879|1188872.1|208|514423.31|147|282293728.51|8311|11028181.73|2146|269199401.09|8369|6346657.74|1779|66108439.34|6942|4861806.46|6464|0|0|70970245.8|6946|15455|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92035|8521|521|291949482.64|299106243.33|8521|2881067.42|999|423387.6|172|433014.45|149|295368773.86|8455|13053431.01|2259|278896051.63|8516|7156760.69|1876|69782661.24|7067|5144622.62|6578|0|0|74927283.86|7070|15649|Eghezée|Eghezée|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92045|4042|421|101505480.08|102609879.25|4042|712677.12|318|58819.65|19|168173.14|70|101670209.34|4007|2710343.71|867|98795136.37|4036|1104399.17|1059|23482838.01|3079|1831505.46|2993|0|0|25314343.47|3080|7405|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92045|4158|396|106881256.12|108266539.88|4158|725783.92|326|106672.12|18|181817.08|70|107252266.76|4119|2964811.94|945|103916444.18|4154|1385283.76|1129|24876546.08|3172|1931314.6|3081|0|0|26807860.68|3172|7506|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92045|4193|397|113747630.18|115583801.4|4193|772464.1|346|74907.44|29|186200.59|75|114550229.27|4163|4690327.87|1016|109057302.31|4190|1836171.22|1243|26556675.04|3209|2070321.85|3105|0|0|28626996.89|3209|7567|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92045|4194|409|120012934.25|122310740.27|4194|796196.07|341|83702.57|38|176148.56|66|121254693.07|4163|5484674.97|1268|114528259.28|4191|2297806.02|1329|28026475.57|3264|2187039.15|3151|0|0|30213514.72|3264|7589|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92045|4254|435|123814988.01|126547198.95|4254|852106.66|352|165867.41|44|176832.43|57|125352392.45|4224|4625951.12|1115|119189036.89|4250|2732210.94|1401|28506368.02|3342|2235468.2|3206|0|0|30741836.22|3346|7736|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92045|4281|418|126046108.1|129035026.77|4281|907412.55|359|313316.32|59|186514.46|59|127627783.44|4255|5173723.28|1078|120872384.82|4280|2988918.67|1470|28796611.68|3374|2259816.64|3198|0|0|31056428.32|3376|7810|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92045|4330|335|130883687.86|134283300.03|4330|946621.08|377|234807.6|69|203123.89|60|132898747.46|4309|3546017.16|1135|127337670.7|4327|3399612.17|1509|29812582.05|3569|2342816.36|3257|0|0|32155398.41|3571|7883|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92045|4230|316|139243645.4|142694554.32|4230|971614.53|382|528025.78|104|162854.53|62|141032059.48|4219|8643706.37|1138|130599939.03|4228|3450908.92|967|31796201.83|3518|2486827.51|3250|0|0|34283029.34|3520|7859|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92045|4211|313|138647053.68|142563600.33|4211|1111351.9|434|312808.48|87|151648.99|57|140987790.96|4196|4505974.24|1102|134141079.44|4208|3916546.65|1029|32101052.5|3512|2515176.39|3293|0|0|34616228.89|3514|7887|Floreffe|Floreffe|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92048|5063|547|118662311.54|119966634.5|5063|1263882.56|490|52808.64|29|165519.44|75|118484423.86|5017|3950167.25|1108|114712144.29|5056|1304322.96|1085|25476524.94|3669|1994658.51|3491|0|0|27471183.45|3669|9311|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92048|5156|548|126956552.36|128570923.53|5156|1462010.05|498|48922.12|35|192407.98|83|126867583.38|5113|6357360.64|1209|120599191.72|5149|1614371.17|1147|27670338.03|3793|2165338.59|3611|0|0|29835676.62|3793|9444|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92048|5131|544|127790398.66|129860805.34|5131|1423743.92|496|65891.1|37|133363.9|65|128237806.42|5094|4500257.35|1223|123290141.31|5120|2070406.68|1289|27946631.07|3754|2186529.07|3567|0|0|30133160.14|3754|9476|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92048|5318|557|138222304.15|140708519.62|5318|1481602.94|497|61991.37|50|148511.64|68|139016413.67|5285|6230092.21|1427|131992211.94|5312|2486215.47|1354|30086895.3|3938|2354143.46|3696|0|0|32441038.76|3938|9617|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92048|5408|583|142649241.07|145600400.55|5408|1488871.97|497|74943.96|68|134053.19|63|143902531.43|5377|5822108.04|1278|136827133.03|5400|2951159.48|1507|30461110.51|4026|2386080.64|3752|0|0|32847191.15|4027|9775|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92048|5419|631|146013515.43|149407893.86|5419|1526811.25|499|84019.93|100|159958.4|52|147637104.28|5390|6899963.45|1303|139113551.98|5412|3394378.43|1655|31004411.41|4128|2430374.58|3823|0|0|33434785.99|4128|9904|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92048|5520|531|155810898.46|159623368.94|5520|1543250.05|514|94508.5|109|287579.18|48|157698031.21|5494|8051759.23|1406|147759139.23|5516|3812470.48|1615|32843491.09|4445|2574187.4|3961|0|0|35417678.49|4446|10037|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92048|5506|528|160700249.95|164787544.65|5506|1629805.09|527|391608.35|158|129947.77|50|162636183.44|5485|6217069.91|1421|154483180.04|5499|4087294.7|1158|33898586.85|4465|2663875.4|4014|0|0|36562462.25|4468|10208|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92048|5513|520|166070930.03|170596126.74|5513|1902988.57|626|148260.94|120|303308.72|48|168241568.51|5485|7063192.6|1393|159007737.43|5508|4525196.71|1216|35803036.96|4427|2821649.45|4023|0|0|38624686.41|4429|10249|Fosses-la-Ville|Fosses-la-Ville|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92054|3392|339|85843007.16|87054695.26|3392|859932.99|306|76640.37|23|218354.72|94|85899767.18|3341|3123717.6|725|82719289.56|3388|1211688.1|940|20079785.25|2514|1473073.01|2423|0|0|21552858.26|2515|6321|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92054|3452|351|92599832.83|94072525.54|3452|992607.29|327|93989.33|33|308027.25|89|92677901.67|3404|4922209.55|866|87677623.28|3450|1472692.71|1002|21749162.56|2594|1595040.62|2501|0|0|23344203.18|2594|6441|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92054|3578|353|97171595.96|99133375.57|3578|1034633.23|342|91309.78|34|214099.33|86|97793333.23|3545|3658448.33|908|93513147.63|3574|1961779.61|1162|23220318.41|2683|1700346.97|2599|0|0|24920665.38|2683|6565|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92054|3605|365|105213867.01|107424391.55|3605|1109648.87|359|129630.22|42|177406.04|77|106007706.42|3572|5648106.76|1072|99565760.25|3600|2210524.54|1216|25521326.47|2726|1872821.16|2637|0|0|27394147.63|2728|6633|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92054|3647|382|108287024.64|110820238.85|3647|1169124.15|368|164800.87|42|184121.29|72|109302192.54|3616|4538548.3|886|103748476.34|3645|2533214.21|1282|25862816.58|2787|1895495.24|2680|0|0|27758311.82|2790|6764|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92054|3686|390|110698785.87|113558311.93|3686|1156819.67|367|302826.44|47|243426.47|54|111855239.35|3670|4695193.6|938|106003592.27|3681|2859526.06|1379|26470626.29|2841|1947472.05|2731|0|0|28418098.34|2842|6716|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92054|3734|337|117253556.21|120417170.02|3734|1218090.82|384|223252.72|42|130023.37|46|118845803.11|3716|4851564.13|938|112401992.08|3729|3163613.81|1377|27511119.96|3017|2043146.9|2792|0|0|29554266.86|3019|6839|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92054|3730|302|124012264.12|127238820.88|3730|1296713.13|385|702937.03|90|143422.12|61|125095748.6|3703|6130691.76|955|117881572.36|3727|3226556.76|896|29536569.06|3030|2164155.5|2819|0|0|31700724.56|3031|7019|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92054|3766|276|126195628.33|129633862.85|3766|1599585.89|438|407886.66|80|179330.67|67|127447059.63|3733|4502693.94|910|121692934.39|3760|3438234.52|899|30530684.45|3041|2250370.15|2818|0|0|32781054.6|3043|7004|Gesves|Gesves|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92087|6499|668|150807393.02|152350507.26|6499|1295180.4|612|121079.69|36|227831.85|101|150706415.32|6447|6694802.7|1410|144112590.32|6495|1543114.24|1446|31805488.67|4780|2492303.34|4577|0|0|34297792.01|4781|11977|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92087|6593|682|157623502.47|159637896.18|6593|1327641.37|603|130242.84|41|493239.24|95|157686772.73|6538|6714170.12|1552|150909332.35|6586|2014393.71|1571|33399647.22|4865|2616459.23|4647|0|0|36016106.45|4865|12037|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92087|6730|679|165486733.65|168118795.79|6730|1325608.65|607|77502.85|47|355683.6|106|166360000.69|6680|8031184.89|1598|157455548.76|6721|2632062.14|1747|35161165.26|4974|2751736.01|4752|0|0|37912901.27|4974|12233|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92087|6885|706|178704871.73|181871532.95|6885|1424737.86|622|82690.85|54|591532.52|96|179772571.72|6836|8936467.53|1882|169768404.2|6870|3166661.22|1834|38721961.5|5154|3031670.5|4915|0|0|41753632|5155|12408|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92087|7018|724|182865220.59|186641699.08|7018|1487929.21|640|94189.59|81|312259.05|91|184747321.23|6975|6061724.36|1703|176803496.23|7004|3776478.49|1995|38877816.06|5275|3041819.61|5020|0|0|41919635.67|5280|12547|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92087|7092|719|189397189.1|193616817.33|7092|1490809.09|661|124384.6|88|164261.4|68|191837362.24|7065|8409176.84|1791|180988012.26|7073|4219628.23|2159|40251483.48|5409|3159842.84|5126|0|0|43411326.32|5414|12682|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92087|7143|589|197683437.59|202513827.11|7143|1560041.8|680|98416.51|104|229720.27|89|200625648.53|7116|7331915.15|1780|190351522.44|7126|4830389.52|2143|41656208.03|5703|3269012.36|5191|0|0|44925220.39|5705|12789|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92087|7077|537|208579720.46|213680949.12|7077|1594254.63|677|502173.87|140|180808.46|76|211403712.16|7047|9199232.86|1792|199380487.6|7064|5101228.66|1471|44462332.35|5707|3483527.29|5260|0|0|47945859.64|5710|12887|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92087|7053|557|212592588.63|218199844.9|7053|1766312.16|771|201263.57|112|311568.77|69|215920700.4|7025|8493638.72|1783|204098949.91|7039|5607256.27|1516|46042729.74|5718|3614820.22|5281|0|0|49657549.96|5721|12895|Mettet|Mettet|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92094|63147|8203|1483975075.1|1498589844.7|63147|20678655.75|5648|1512459.06|557|4337967.79|1628|1472060762.1|62473|52412760.51|13632|1431562314.6|63111|14614769.57|13894|342194587.93|45811|23518118.69|43993|0|0|365712706.62|45816|107178|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2006|92094|64006|7993|1537267303.6|1555176887.7|64006|21218527.96|5718|1954147.04|590|4701594.99|1583|1527302617.7|63389|55620833.45|15339|1481646470.1|63974|17909584.08|14766|353322206.51|46847|27748753.68|44938|0|0|381070960.19|46852|107653|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2007|92094|64749|8136|1589402090.2|1610826331.5|64749|21143974.56|5652|1957580.59|662|4849010.01|1574|1582875766.4|64162|57040020.87|15481|1532362069.3|64702|21424241.37|16011|365372423.58|47341|28704871.59|45393|0|0|394077295.17|47348|107939|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2008|92094|65031|8249|1677661040.7|1702295728.7|65031|21267974.99|5642|2412175.39|878|4316047.11|1415|1674299531.2|64489|73102297.43|17990|1604558743.3|64993|24634688.02|16641|388710803.22|48334|30581821.02|45984|0|0|419292624.24|48353|108514|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2009|92094|65055|8590|1721416556.9|1749309839.2|65055|22070836.92|5738|2529712.19|910|4637497.31|1488|1720071792.8|64482|68435832.05|15429|1652980724.8|65007|27893282.35|17716|391981955.4|48414|30886575.46|45907|0|0|422868530.86|48445|108950|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2010|92094|65260|8956|1741313359.2|1772652908.5|65260|22562354.16|5883|3560989.95|1021|4160705.54|1286|1742368858.9|64779|63425570.36|15038|1677887788.8|65209|31339549.34|18770|396487189.1|49068|31263321.13|46367|0|0|427750510.23|49094|109765|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2011|92094|64994|7974|1800129199.7|1834452284.5|64994|23226396.67|5974|3759414.05|1222|3566972.4|1158|1803899501.4|64539|62623776.97|15515|1737505422.7|64957|34323084.81|18156|407605969.4|51422|32167641.39|46371|0|0|439773610.79|51442|110096|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2012|92094|63993|7676|1868495219.4|1901108518.6|63993|23858294.89|5994|12268885.19|1832|3579380.22|1167|1861401958.3|63555|81689085.42|15563|1786806133.9|63959|32613299.27|9247|424257800.36|51001|33312305.84|46145|0|0|457570106.2|51022|110500|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2013|92094|64202|8064|1900147007.9|1935095203.4|64202|25576040.17|6740|4418958.11|1575|3433337.88|1089|1901666867.3|63754|69567234.29|15317|1830579773.6|64157|34948195.49|9402|434203382.21|50740|34256512.51|45965|0|0|468459894.72|50767|110665|Namen|Namur|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
2005|92097|2316|238|54121983.8|54729191.81|2316|497558.58|203|17356.08|10|203142.35|16|54011134.8|2307|3440657.69|507|50681326.11|2313|607208.01|554|11434031.31|1706|895343.93|1627|0|0|12329375.24|1706|4283|Ohey|Ohey|92000|Arrondissement Namen|Arrondissement de Namur|90000|Provincie Namen|Province de Namur|03000|Waals Gewest|Région wallonne
